378652.68359146,4939814.82495266,2
378652.13663423,4939813.98779211,2
378651.589677,4939813.15063156,2
378651.04271976,4939812.31347101,2
378650.49576253,4939811.47631046,2
378649.9488053,4939810.63914991,2
378649.40184806,4939809.80198936,2
378648.85489083,4939808.96482881,2
378648.3079336,4939808.12766826,2
378647.76097636,4939807.29050771,2
378647.21401913,4939806.45334716,2
378646.6670619,4939805.61618662,2
378646.12010466,4939804.77902607,2
378645.57314743,4939803.94186552,2
378645.0261902,4939803.10470497,2
378644.47923296,4939802.26754442,2
378643.93227573,4939801.43038387,2
378643.3853185,4939800.59322332,2
378642.83836127,4939799.75606277,2
378642.29140403,4939798.91890222,2
378641.7444468,4939798.08174167,2
378641.19748957,4939797.24458112,2
378640.65053233,4939796.40742057,2
378640.1035751,4939795.57026003,2
378639.55661787,4939794.73309948,2
378639.00966063,4939793.89593893,2
378638.4627034,4939793.05877838,2
378637.91574617,4939792.22161783,2
378637.36878893,4939791.38445728,2
378636.8218317,4939790.54729673,2
378636.27487447,4939789.71013618,2
378635.72791723,4939788.87297563,2
378635.18096,4939788.03581508,2
378634.63400277,4939787.19865453,2
378634.08704553,4939786.36149398,2
378633.5400883,4939785.52433344,2
378632.99313107,4939784.68717289,2
378632.44617384,4939783.85001234,2
378631.8992166,4939783.01285179,2
378631.35225937,4939782.17569124,2
378630.80530214,4939781.33853069,2
378630.2583449,4939780.50137014,2
378629.71138767,4939779.66420959,2
378629.16443044,4939778.82704904,2
378628.6174732,4939777.98988849,2
378628.07051597,4939777.15272794,2
378627.52355874,4939776.31556739,2
378626.9766015,4939775.47840684,2
378626.42964427,4939774.6412463,2
378625.88268704,4939773.80408575,2
378625.3357298,4939772.9669252,2
378624.78877257,4939772.12976465,2
378624.24181534,4939771.2926041,2
378623.6948581,4939770.45544355,2
378623.14790087,4939769.618283,2
378622.60094364,4939768.78112245,2
378622.05398641,4939767.9439619,2
378621.50702917,4939767.10680135,2
378620.96007194,4939766.2696408,2
378620.41311471,4939765.43248026,2
378619.86615747,4939764.59531971,2
378619.31920024,4939763.75815916,2
378618.77224301,4939762.92099861,2
378618.22528577,4939762.08383806,2
378617.67832854,4939761.24667751,2
378617.13137131,4939760.40951696,2
378616.58441407,4939759.57235641,2
378616.03745684,4939758.73519586,2
378615.49049961,4939757.89803531,2
378614.94354237,4939757.06087476,2
378614.39658514,4939756.22371421,2
378613.84962791,4939755.38655366,2
378613.30267067,4939754.54939312,2
378612.75571344,4939753.71223257,2
378612.20875621,4939752.87507202,2
378611.66179898,4939752.03791147,2
378611.11484174,4939751.20075092,2
378610.56788451,4939750.36359037,2
378610.02092728,4939749.52642982,2
378609.47397004,4939748.68926927,2
378608.92701281,4939747.85210872,2
378608.38005558,4939747.01494817,2
378607.83309834,4939746.17778762,2
378607.28614111,4939745.34062707,2
378606.73918388,4939744.50346653,2
378606.19222664,4939743.66630598,2
378605.64526941,4939742.82914543,2
378605.09831218,4939741.99198488,2
378604.55135494,4939741.15482433,2
378604.00439771,4939740.31766378,2
378603.45744048,4939739.48050323,2
378602.91048324,4939738.64334268,2
378602.36352601,4939737.80618213,2
378601.81656878,4939736.96902158,2
378601.26961155,4939736.13186103,2
378600.72265431,4939735.29470048,2
378600.17569708,4939734.45753994,2
378599.62873985,4939733.62037939,2
378599.08178261,4939732.78321884,2
378598.53482538,4939731.94605829,2
378597.98786815,4939731.10889774,2
378597.44091091,4939730.27173719,2
378596.89395368,4939729.43457664,2
378596.34699645,4939728.59741609,2
378595.80003921,4939727.76025554,2
378595.25308198,4939726.92309499,2
378594.70612475,4939726.08593444,2
378594.15916751,4939725.24877389,2
378593.61221028,4939724.41161335,2
378593.06525305,4939723.5744528,2
378592.51829582,4939722.73729225,2
378591.97133858,4939721.9001317,2
378591.42438135,4939721.06297115,2
378590.87742412,4939720.2258106,2
378590.33046688,4939719.38865005,2
378589.78350965,4939718.5514895,2
